id,observed_on,quality_grade,captive_cultivated,latitude,longitude,scientific_name,common_name
26228498,2019-06-01,research,false,32.8687999103,-97.2751562336,Limenitis archippus,Viceroy
26269457,2019-06-01,research,false,26.473228,-81.175768,Limenitis archippus,Viceroy
26298697,2019-06-02,research,false,33.0651956909,-96.9760716706,Limenitis archippus,Viceroy
26321975,2019-06-02,research,false,37.67825,-77.932305,Limenitis archippus,Viceroy
26330494,2019-06-01,research,false,38.9209616667,-95.2410133333,Limenitis archippus,Viceroy
26330558,2019-06-01,research,false,38.9209633333,-95.2401583333,Limenitis archippus,Viceroy
26331332,2019-06-01,research,false,36.5103135367,-81.9466044575,Limenitis archippus,Viceroy
26345442,2019-06-03,research,false,41.6382916667,-83.793055,Limenitis archippus,Viceroy
26349308,2019-06-03,research,false,41.2996098517,-81.5825245571,Limenitis archippus,Viceroy
26356896,2019-06-03,research,false,33.158261,-96.615741,Limenitis archippus,Viceroy
26356936,2019-06-03,research,false,33.158261,-96.615741,Limenitis archippus,Viceroy
26357452,2019-06-03,research,false,32.4735133174,-97.4121152982,Limenitis archippus,Viceroy
26358039,2019-06-03,research,false,42.6143760681,-84.4908752441,Limenitis archippus,Viceroy
26358760,2019-06-03,research,false,35.621525,-77.3677933333,Limenitis archippus,Viceroy
26388233,2019-06-03,research,false,33.1599066667,-96.6150766667,Limenitis archippus,Viceroy
26403285,2019-06-01,research,false,32.873379,-97.275932,Limenitis archippus,Viceroy
26408105,2019-06-03,research,false,32.7064482669,-96.7064106403,Limenitis archippus,Viceroy
26408137,2019-06-04,research,false,32.886597,-97.28135,Limenitis archippus,Viceroy
26409838,2019-06-04,research,false,41.4257121361,-79.7019218392,Limenitis archippus,Viceroy
26412842,2019-06-04,research,false,40.397269017,-74.9271640547,Limenitis archippus,Viceroy
26423680,2019-06-04,research,false,33.2596496721,-97.0636315005,Limenitis archippus,Viceroy
26442204,2019-06-03,research,false,41.2668538769,-81.5330680177,Limenitis archippus,Viceroy
26457856,2019-06-05,research,false,32.6668770575,-97.4298637463,Limenitis archippus,Viceroy
26460387,2019-06-05,research,false,32.7885237219,-97.4687489097,Limenitis archippus,Viceroy
26473498,2019-06-05,research,false,33.1614917168,-96.6162264347,Limenitis archippus,Viceroy
26473992,2019-06-05,research,false,32.7410822136,-97.1662552178,Limenitis archippus,Viceroy
26492351,2019-06-06,research,false,35.8270461671,-79.1003055499,Limenitis archippus,Viceroy
26500290,2019-06-01,research,false,29.7639333387,-95.4533962466,Limenitis archippus,Viceroy
26502010,2019-06-06,research,false,41.3166389465,-72.9170379639,Limenitis archippus,Viceroy
26514983,2019-06-05,research,false,42.7428638335,-114.607724727,Limenitis archippus,Viceroy
26519443,2019-06-06,research,false,30.0536200963,-89.8806856201,Limenitis archippus watsoni,Watson's Gulf Coast Viceroy
